,YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR,ESPN_ID
9,2011,CLE,94,325,41,91,16,0,13,57,36,78,0,0,.280,.361,.449,.810,1.3,4752
10,2012,CLE,66,219,23,50,6,2,12,34,32,47,0,0,.228,.346,.438,.784,0.7,4752
11,2013,NYY,82,262,31,53,8,1,12,37,32,79,2,0,.202,.301,.378,.679,-0.1,4752
0,2006,SF,12,24,1,7,3,1,0,4,1,6,0,0,.292,.320,.500,.820,-0.1,6509
1,2008,SF,33,95,12,26,6,0,3,15,9,27,1,0,.274,.337,.432,.769,0.5,6509
2,2009,SF,120,326,49,85,10,2,9,39,30,89,2,2,.261,.329,.387,.716,0.7,6509
3,2010,SF,116,158,18,42,11,0,3,22,13,29,0,0,.266,.320,.392,.712,0.0,6509
4,2012,MIL,94,152,19,39,12,1,4,30,13,42,0,0,.257,.329,.428,.757,0.4,6509
5,2013,BAL,6,17,0,2,0,0,0,1,1,8,0,0,.118,.167,.118,.285,-0.4,6509
6,2013,NYY,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,-0.1,6509
7,2013,Total,7,19,0,2,0,0,0,1,1,10,0,0,.105,.150,.105,.255,-0.4,6509
8,2014,PIT,15,34,2,7,1,1,1,3,3,11,0,0,.206,.263,.382,.645,-0.2,6509
9,2014,SF,47,73,7,20,3,0,2,15,6,23,0,0,.274,.333,.397,.730,0.3,6509
10,2014,Total,62,107,9,27,4,1,3,18,9,34,0,0,.252,.311,.393,.704,0.1,6509
11,2015,PIT,38,58,5,13,3,0,1,8,8,17,0,0,.224,.318,.328,.646,-0.4,6509
12,2015,SF,6,5,1,0,0,0,0,0,1,3,0,0,.000,.167,.000,.167,-0.1,6509
13,2015,Total,44,63,6,13,3,0,1,8,9,20,0,0,.206,.306,.302,.608,-0.4,6509
0,2015,SD,34,90,9,19,2,2,2,12,4,24,2,1,.211,.245,.344,.589,0.1,32751
1,2016,SD,131,335,53,82,13,2,2,12,42,100,30,12,.245,.332,.313,.645,1.2,32751
2,2017,SD,27,75,10,14,2,0,0,1,9,28,4,0,.187,.282,.213,.495,-0.2,32751
3,2018,SD,117,347,45,90,12,3,4,17,37,73,24,7,.259,.332,.346,.678,1.1,32751
